frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
46,0.2736908944437393,0,0.27339203904903425,0.27516124591132074,0.2742341837545825
47,0.2779694519072707,0,0.2763511366300122,0.27518209697656315,0.27307193713928946
48,0.277764915828442,0,0.2764750873931507,0.27295014806169177,0.2747843545836662
49,0.2579324145899802,0,0.2712222607752312,0.27540105187645986,0.27846597801646034
50,0.28964758261286616,0,0.2751149710104297,0.2796355776264914,0.27690371854992357
51,0.29486352319389686,0,0.28081450679891456,0.277333136699691,0.2770741933218707
52,0.2664572472732698,0,0.28365611769334426,0.27675699710347634,0.27542878133140697
53,0.2748842178473687,0,0.27873499610484487,0.2784608277802853,0.26516612531517836
54,0.2664515679740252,0,0.2692643443648877,0.2617165760006802,0.25743807975100147
55,0.2059263237148422,0,0.24908736984541177,0.2435110904900494,0.2509939375483352
56,0.20383609564074162,0,0.22540466244320298,0.2391273584742361,0.24687219379214678
57,0.24453858719420277,0,0.21810033551659558,0.23735277828487789,0.2439288239257247
58,0.26601131690057794,0,0.23812866657850762,0.23323319633173584,0.2437334524409633
59,0.24585365820831517,0,0.25213452076769843,0.24675125507957532,0.24796092033401962
60,0.27351661745403755,0,0.2617938641876438,0.26519280459651073,0.2570719431053016
61,0.2960438432254201,0,0.27180470629592435,0.2702257837804332,0.26773800188048724
62,0.2697034831138163,0,0.2797546479310912,0.272723221813726,0.26902160912005
63,0.2784985070670406,0,0.28141527780209213,0.27425725774629156,0.27251394143792346
64,0.2535238378711421,0,0.26724194268399987,0.2776454628806221,0.27833837210612344
65,0.29045764312569095,0,0.2741599960212919,0.2757616288126812,0.279117032262139
66,0.28662467288571636,0,0.2768687179608496,0.27761437989914767,0.2765995131924903
67,0.27896723854614797,0,0.28534985151918474,0.277598920433315,0.2782600395616979
68,0.27842120973787965,0,0.2813377070565804,0.2831595863987403,0.2787121139351757
69,0.2813271676982672,0,0.27957187199409833,0.28140066330987923,0.27999041162175586
70,0.2816630276813876,0,0.28047046837251105,0.2765701130681769,0.279132537537731
71,0.26247192167720323,0,0.2751540390189528,0.2776671702664508,0.27839133230674457
72,0.28445252453751874,0,0.2761958246320357,0.27827017557263717,0.27597108387823355
73,0.2814362362688105,0,0.2761202274945103,0.27440984194229756,0.27423671337984146
74,0.2620254995465717,0,0.2759714201176327,0.27133335965584704,0.27544698237531506
75,0.26628061624913424,0,0.2699141173548381,0.27679878545372316,0.2725972550138976
76,0.2897990506665829,0,0.27270172215409616,0.27225126777651243,0.27431547816373836
77,0.26171493615146313,0,0.27259820102239374,0.2708639172679682,0.2745956449290965
78,0.2744994837260907,0,0.2753378235147122,0.2757415557376589,0.2724611191313464
79,0.2864136918950241,0,0.274209370590859,0.27578434362474413,0.276470642055559
80,0.26649455568455815,0,0.275802577101891,0.275842965494639,0.27884523462497973
81,0.2900921600160584,0,0.28100013586521416,0.28008053111136205,0.27769085926441
82,0.2829027642350802,0,0.2798298266452323,0.2815243189946635,0.2805170614098671
83,0.28171842314259454,0,0.2849044491312445,0.28054125084959125,0.2828719054145782
84,0.2814983511696627,0,0.28203984618244604,0.2854390180644927,0.28345018703998953
85,0.2909833917590685,0,0.284733388690442,0.2855129187158617,0.28854159561480586
86,0.2904616632729047,0,0.28764780206721124,0.2893592490105007,0.28731521717190994
87,0.30213441570827493,1,0.2945264902467481,0.28931706656513895,0.28659484850773104
88,0.2815075109157872,0,0.2913678632989883,0.28858943304837154,0.2879184154529416
89,0.27786018358582676,0,0.2871673700699624,0.28858943304837226,0.29157122134703123
90,0.2909833917590685,0,0.2834503620868946,0.29191069887944965,0.2868235718336735
91,0.3070679924282901,1,0.2919705225910623,0.28303378477090746,0.27631413769790314
92,0.25774984516556265,0,0.2852670764509746,0.2701114074522522,0.26594086314835813
93,0.21689562432251042,0,0.26057115397212155,0.2604436695073787,0.2660737820693185
94,0.2295214938614602,0,0.2347223211165108,0.2587345798280666,0.26957399029794565
95,0.2824379433625105,0,0.24295168718215976,0.25779330957965174,0.269429222879564
96,0.30236164118621534,1,0.27144035947006157,0.26423734451261893,0.2676036389505099
97,0.289970019830398,0,0.29158986812637505,0.2797160006330991,0.2715883929402883
98,0.29428890492491067,0,0.29554018864717574,0.2909403264796097,0.28305481328506943
99,0.2856431230940125,0,0.28996734928310747,0.2938848511543036,0.29169031699491804
100,0.2971605667359775,0,0.2923641982516341,0.29140652688314006,0.2933176541337334
101,0.289970019830398,0,0.29092456988679655,0.2921783835839037,0.2928229085140122
102,0.29382930333421586,0,0.2936532966335316,0.29310028696855495,0.29162233356641004
103,0.29889842184816845,0,0.2942325816709281,0.2922848613891894,0.29185767348379393
104,0.2815659951971824,0,0.29143124012652305,0.2920400049113134,0.2937108204237485
105,0.2959362843465978,0,0.29213356713065036,0.2937690312799724,0.29432291579496955
106,0.298615151673694,0,0.2920391437391589,0.2952922174800342,0.29534399974167663
107,0.3014452343345265,1,0.29866555678493967,0.2949360546018703,0.2919055260920612
108,0.2971176074573483,0,0.2990593311551895,0.29257485311981524,0.2905197637239506
109,0.26975998778690935,0,0.28944094319292785,0.2912272133047743,0.2912003088614575
110,0.28919808527139423,0,0.2853585601718838,0.28877014520198185,0.28985522602815955
111,0.28632981115973044,0,0.2817626280726782,0.2857852392377794,0.28964543084924593
112,0.2865207045135124,0,0.2873495336482132,0.2857910348305694,0.2874375017086222
113,0.2971465854212977,0,0.2899990336981813,0.2890369833432196,0.28651819357600466
114,0.2859897303501616,0,0.289885673428324,0.28933385639474596,0.2910847050029735
115,0.29068245052902886,0,0.2912729221001615,0.29241300771793777,0.29295531428815075
116,0.30172556777568826,1,0.29279924955162545,0.295567336868762,0.2959810630305531
117,0.3022923502676322,0,0.29823345619078384,0.29764003025581187,0.3000655494480838
118,0.30751005235654527,0,0.3038426567999579,0.30346450607302555,0.29796720679245375
119,0.31511210943622603,0,0.3083048373534704,0.3018196533335981,0.30092766132958815
120,0.28245818683188795,0,0.301693449541555,0.30281712220048007,0.3004418649855296
121,0.3067129121100996,0,0.30142773612607243,0.29981502737107635,0.29934313231176496
122,0.2872818761206165,0,0.2921509916875351,0.2971199047116343,0.2981753525485717
123,0.29403443905933707,0,0.29600974243001826,0.2929210612094451,0.29506857990837027
124,0.2941178919252846,0,0.29181140236841213,0.293581952618095,0.29028923880672053
125,0.2857626438751385,0,0.29130499161991946,0.2885707145410109,0.29264170526177835
126,0.28165672172468104,0,0.28717908584170004,0.2908994297203463,0.29155849971389863
127,0.2989254520172945,0,0.2887816058723705,0.2919186365634673,0.29315288894856806
128,0.2991304732749427,0,0.2932375490056387,0.2927835783310712,0.29163114975755633
129,0.2984426007633052,0,0.2988328420185127,0.2923075025004948,0.2911072753792417
130,0.2833822647222583,0,0.2936517795868336,0.2940663124109747,0.28948875701436194
131,0.2904507712770825,0,0.2907585455875458,0.28916782507171207,0.28845012068074993
132,0.27443301532097797,0,0.28275535044010525,0.28421898389460265,0.2843377993757922
133,0.27438626738939315,0,0.2797566846624851,0.2785583043184602,0.27970341978543445
134,0.270139202882589,0,0.27298616186432173,0.2752198146024966,0.2724282615313466
135,0.2666898161424387,0,0.2704050954714745,0.2666329589440181,0.2689359451101185
136,0.2475164929846898,0,0.2614485040032382,0.26353356583455395,0.270210124844891
137,0.25893604977365703,0,0.25771411963359486,0.2685303182407722,0.2702439203635194
138,0.29937002942048674,0,0.2686075240596111,0.26943639445453016,0.271425229920846
139,0.2746695839513782,0,0.2776585543818418,0.2726295180841788,0.27435997958462266
140,0.28265543429067963,0,0.285565015887516,0.2812627095930466,0.2765459374545429
141,0.29068245052902886,0,0.28266915625702893,0.28587380388469086,0.27921852602269276
142,0.28199152123187904,0,0.28510980201719605,0.2792447205929406,0.28081204197680165
143,0.2662246129617325,0,0.2796328615742141,0.27832893609314907,0.2783607316149447
144,0.2700906614524243,0,0.27276893188201257,0.27824002061251035,0.2784618391477086
145,0.28221085688748737,0,0.27284204376721516,0.2751789978428505,0.2808124655616128
146,0.2753773366807257,0,0.2758929516735454,0.27860265743407664,0.27966574895613505
147,0.29910981918801316,0,0.28556600425207534,0.28188882169986584,0.2804215139402402
148,0.28265543429067963,0,0.2857141967198065,0.28532706463350477,0.28508295606274053
149,0.2872818761206165,0,0.2896823765331031,0.2886558348198548,0.2891679895512159
150,0.29885470781923806,0,0.28959733941017873,0.2933175466580593,0.29034053947927824
151,0.29868589587175043,0,0.29494082660386783,0.29157932409724197,0.2936703336494243
152,0.2904187063839234,0,0.2959864366916373,0.29478541641345546,0.29185914871669943
153,0.29868589587175043,0,0.29593016604247424,0.2946153461211196,0.29414626407300454
154,0.28643152465893895,0,0.29184537563820356,0.2945774529142355,0.2934574291356772
155,0.2986652417848209,0,0.2945942207718346,0.29133228005175055,0.29273048362119475
156,0.2824600315593272,0,0.2891855993343597,0.2920017566185379,0.29282821698530015
157,0.29376608921786007,0,0.29163045418733446,0.2921385833282855,0.2935817586605499
158,0.29937002942048674,0,0.29186538339922424,0.2939909780186326,0.293484245736717
159,0.29569349811066964,0,0.29627653891634037,0.29385859074265286,0.2941239617860195
160,0.29800330540492104,0,0.29768894431202614,0.29554849183159887,0.29277127115099993
161,0.290909537004052,0,0.29486878017321533,0.29463455545596273,0.2926565126031936
162,0.2891964073396796,0,0.29270308324955135,0.29109189391680135,0.29110959804622233
163,0.28165672172468104,0,0.2872542220228051,0.2885407317584793,0.2899025258398333
164,0.28293768731906604,0,0.2845969387944744,0.28712417547264835,0.2903642335407791
165,0.29092052397576185,0,0.2851716443398355,0.2887273584752961,0.28925488607233923
166,0.2989254520172945,0,0.29092788777070666,0.2889356516325279,0.28922244514733514
167,0.2902378731258366,0,0.2933612830396323,0.2907407973933971,0.2918209504464845
168,0.29068245052902886,0,0.293281925224053,0.29563044881632977,0.2925014955839913
169,0.30738594443372913,1,0.2961020893628638,0.29473045155862254,0.29707099143645826
170,0.2864205376872291,0,0.29482964421665986,0.29793019281243005,0.29824089075249355
171,0.31492415828632897,0,0.3029102134690949,0.2997045820248644,0.2958608080605915
172,0.29910981918801316,0,0.30015150505385674,0.298021066553855,0.2981850963072503
173,0.2822648731739781,0,0.29876628354944046,0.2978454558376001,0.2982675275717566
174,0.3065078908524514,1,0.2959608610714805,0.29881324217626853,0.29814182781336945
175,0.2912594693805693,0,0.29334407780233346,0.2971296197440054,0.2992527362230411
176,0.30650604612501214,0,0.3014244687860123,0.29614703521738905,0.29927958638731206
177,0.2941968965549275,0,0.29732080402017164,0.30271648246983884,0.30045715802849315
178,0.31511210943622603,0,0.30527168403872434,0.3028854684346044,0.3051792898386775
179,0.3073528206762788,0,0.3055539422224787,0.3076975337275442,0.304779507306029
180,0.3153197958452669,0,0.3125949086525921,0.3071382071273234,0.3070197783988817
181,0.3037094131239121,0,0.3087940098818199,0.30968710122244547,0.30658603709221766
182,0.30694136703053687,0,0.30865685866657344,0.30735865073087326,0.30726154501541253
183,0.30346985697836804,0,0.3047068790442727,0.3056731769990762,0.30605534182845723
184,0.2989254520172945,0,0.30311222534206667,0.3039429552555305,0.3060211195219509
185,0.30666868712754247,0,0.3030213320410671,0.30462372553689504,0.3060222651392794
186,0.30711326453073473,0,0.30423580122518956,0.3063010151641009,0.3085947981643429
187,0.31532781516657216,0,0.3097032556082813,0.3099504726282987,0.30619739884226505
188,0.3217171442993588,0,0.3147194079988864,0.3081972965800389,0.3031603988292823
189,0.2901595717759924,0,0.3090681770806398,0.3033057305320284,0.30317974559020555
190,0.28221085688748737,0,0.29802919098761294,0.3016952534946327,0.305469811530359
191,0.29906087934375886,0,0.29047710266907956,0.303169520203042,0.3031225523872578
192,0.32269914870861327,1,0.30132362831328646,0.29696258144897597,0.3059573414704886
193,0.29068245052902886,0,0.3041474928604657,0.30596493484361387,0.3038710729321141
194,0.33517133874918326,0,0.31618431266227515,0.31094541637226314,0.30780745860619874
195,0.30711326453073473,0,0.31098901793631484,0.3146760948024294,0.31127687756903555
196,0.31771427149458553,0,0.3199996249248353,0.31143562298617555,0.31012324747645537
197,0.3064967896273446,0,0.3104414418842225,0.31149622661950926,0.3078897011875788
198,0.2909854686956942,0,0.3050655099392093,0.3058748238069683,0.30780277010220863
199,0.30706432468648037,0,0.30151552766983986,0.30246695748710833,0.3013507840301993
200,0.29007393293143513,0,0.2960412421045362,0.2969255904372147,0.2978333882538483
201,0.2900074362451215,0,0.2957152312876777,0.29212453133100097,0.29655847852101197
202,0.2824914940962782,0,0.28752428775761035,0.29568541826480865,0.29045932431686844
203,0.30878990336473644,1,0.2937629445687098,0.2870330953671811,0.2964502328666744
204,0.2638027101983406,0,0.2850280358864505,0.29560267448976135,0.2936296626912573
205,0.33292182854433894,0,0.3018381473691368,0.2950652539324494,0.2927056380828828
206,0.28732033345855723,0,0.29468162406707893,0.29528810724775667,0.296150546079946
207,0.2836057606728104,0,0.301282640891903,0.29635448501972234,0.2974703680870669
208,0.3141217922245594,1,0.29501596211864484,0.30193999260927884,0.29606858007598597
209,0.2917302481461253,0,0.2964859336811661,0.2951511043578449,0.2987416036268158
210,0.298977387287164,0,0.3016098092192839,0.294189812676963,0.294621653451956
211,0.2825138750541527,0,0.2910738368291466,0.29828509600646386,0.29393501653704035
212,0.3040821773203176,1,0.29519114655387807,0.2919635125723815,0.29511388849850057
213,0.2825138750541527,0,0.28970330914287246,0.29198903582376373,0.2919150964872951
214,0.2918578644030347,0,0.29281797225916745,0.2905396079955551,0.2895085207303306
215,0.2917302481461253,0,0.288700662534436,0.28901367655419963,0.283357617359151
216,0.2748842178473687,0,0.28615744346551014,0.2793814538279179,0.270951962184391
217,0.2559210636889066,0,0.27417850989413495,0.2620135365832539,0.26105235118722653
218,0.1956742888308297,0,0.24215985678903706,0.2505989437706802,0.25890526035672373
219,0.23478490034016342,0,0.2287934176199684,0.2457497419895816,0.25593069628844795
220,0.26748423924063364,0,0.2326478094705422,0.24498008160512796,0.2529832914666252
221,0.2710359159251026,0,0.2577683518353003,0.24801555174601903,0.2536441392711737
222,0.2710984143933648,0,0.26987285651969967,0.2647827244756954,0.2568050308214223
223,0.27951015247920574,0,0.27388149426589337,0.273435205315792,0.26871874157106895
224,0.27804730454064985,0,0.2762186238044085,0.2757524102833372,0.27504522210509613
225,0.2790702640783508,0,0.2788759070327392,0.2773592799139877,0.27826440756646775
226,0.2790702640783508,0,0.27872927756578747,0.28114330452936115,0.27934866053076085
227,0.2900185374702282,0,0.2827196885423149,0.28096641136855,0.2833239516198946
228,0.2786256866751585,0,0.2825714960745813,0.2851420408638802,0.28483306311306933
229,0.2989254520172945,0,0.28918989205422935,0.28734277463449587,0.2853917644597601
230,0.29007393293143513,0,0.28920835720796373,0.28792036461232157,0.28754142558074947
231,0.2819582139674887,0,0.29031919963874014,0.2887402355033316,0.28985213540009624
232,0.2941178919252846,0,0.2887166796080673,0.29206414473105724,0.28997942104778524
233,0.29524523281378245,0,0.29044044623551696,0.2904609617284081,0.2928908305564611
234,0.290909537004052,0,0.2934242205810402,0.2922472857892984,0.2917565472248031
235,0.29900555323588346,0,0.29505344101790837,0.29405273673494037,0.29228428862620603
236,0.2909854686956942,0,0.293633519645212,0.29398278289813506,0.2911373084882375
237,0.2937681227412498,0,0.29458638155761224,0.2897196069357193,0.2929653720505416
238,0.2739293530017003,0,0.2862276481462184,0.2929205669071905,0.2959666652686061
239,0.3069143368614109,1,0.2915372708681237,0.2963703133280603,0.2993965039226306
240,0.3162542853402292,0,0.29903265840111715,0.30115690110536664,0.2994386299588326
241,0.3149184075822261,0,0.3126956765946242,0.3022633636549756,0.301649537451226
242,0.2993004354893029,0,0.3101577094705874,0.30876985728312434,0.30352587599804387
243,0.306461821142455,0,0.3068935547379918,0.30876748842463825,0.30811617824377485
244,0.30690249256898366,0,0.3042215830669098,0.3067289251009555,0.30685370387007743
245,0.3060614687218199,0,0.30647526081108367,0.30336064683361597,0.3031054763561554
246,0.2980770162455285,0,0.30368032584544363,0.3015038982843123,0.29853181302084814
247,0.29001669274278896,0,0.2980517259033775,0.2967920869028376,0.2966411310997777
248,0.2829027642350802,0,0.2903321577411286,0.2926247207974029,0.29371654670088027
249,0.28606566204180384,0,0.28632837300655467,0.2886103731230719,0.28914156100876404
250,0.2859897303501616,0,0.28498605220901635,0.2839704884187995,0.28621039522272235
251,0.2748775927241702,0,0.2823109950387135,0.28307581151414923,0.284545184000109
252,0.2855433082195301,0,0.28213687709795465,0.28377936620458116,0.28346511987555595
253,0.2864205376872291,0,0.282280479543644,0.2830574825704019,0.28240031135059745
254,0.28245624387091595,0,0.2848066965925587,0.2809493574124417,0.28238946396607745
255,0.2754491045603612,0,0.28144196203950383,0.2831717849376417,0.28315580454565953
256,0.2859897303501616,0,0.2812983595938145,0.28433394617518387,0.2843816050727647
257,0.29135411440724424,0,0.2842643164392579,0.28374147792051757,0.2845177709526711
258,0.28345819641390047,0,0.2869340137237704,0.2845495230221104,0.2873283764239533
259,0.28649646937887124,0,0.2871029267333398,0.2906786573072793,0.28788174317949916
260,0.3060947759862102,1,0.2920164805929962,0.29074667346919225,0.2901647348278585
261,0.28632981115973044,0,0.2929736855082723,0.2907618598075203,0.29075109291393225
262,0.29143004609888645,0,0.29461821108160774,0.2920890679152762,0.2894319780459073
263,0.290094236952684,0,0.289284698070432,0.29121383610571455,0.2915460223645811
264,0.2821203103310725,0,0.2878815311275436,0.28964618223739647,0.2929010079322682
265,0.29825650664462017,0,0.2901570179761232,0.2915764936759871,0.28247294620446844
266,0.2959813683526905,0,0.292119395109457,0.2799101532345333,0.27502213260709346
267,0.23309834389160677,0,0.2757787396296389,0.26872612903961796,0.27047720463196306
268,0.23417411597810417,0,0.2544179427408011,0.26422517702799836,0.2678431142618568
269,0.259615550272974,0,0.24229600338089577,0.2589049965714622,0.2632401491832163
270,0.2716556043619337,0,0.2551484235376715,0.24968863385704196,0.2582083181176407
271,0.24989955478058457,0,0.2603902364718304,0.25567570291583763,0.2516992771185999
272,0.26303368918559367,0,0.261529616109371,0.2589244959920961,0.25949387806572993
273,0.2504180813593927,0,0.25445044177519094,0.26453349604180687,0.2640730217956632
274,0.28766055052152006,0,0.267037440355504,0.2634479995869469,0.27129372640781113
275,0.2662281220876379,0,0.26810225132285365,0.2755001851424311,0.276783745632924
276,0.31016048255800993,1,0.28801638505572197,0.2849105950928589,0.28056057200675105
277,0.3100857389377343,0,0.29549144786112436,0.29009444670045353,0.2835634089862091
278,0.2763373393973661,0,0.29886118696436864,0.28937304620450843,0.292137352768352
279,0.28405354804179406,0,0.2901588754589663,0.29821455935386043,0.2918095320475759
280,0.31043568783440373,1,0.2902755250911895,0.2932556239374776,0.29604617993352633
281,0.28536580547609486,0,0.2932850137840954,0.29041540760779017,0.2900028456905456
282,0.2958846572892856,0,0.29722871686659386,0.28871936829974343,0.28507205200528013
283,0.26785714285714285,0,0.28303586854084034,0.2870226953195584,0.2881630113962664
284,0.27557018314086845,0,0.27977066109576754,0.28453036877953364,0.28390189752158995
285,0.2979740551342698,0,0.2804671270440953,0.27830235786812807,0.27119873049358845
286,0.25422575091905775,0,0.27592332973140304,0.2634281301379474,0.2612712993331781
287,0.22151351863839214,0,0.2579044415639089,0.2530314590371631,0.2522719969150375
288,0.21587378735321808,0,0.23053768563688948,0.24449533048145042,0.24341830213850205
289,0.23288954036230455,0,0.2234256154513048,0.2260767753388734,0.23632259709537248
290,0.20588127942139337,0,0.2182148690456387,0.22041167472285395,0.22218135038204018
291,0.22590024783896856,0,0.22155702254088774,0.21590603662336605,0.21725943019113458
292,0.19898532814094488,0,0.2102556184671016,0.21668574106926713,0.21888284915129727
293,0.21977230958272953,0,0.21488596185421235,0.2166833232687111,0.22770632571224578
294,0.2328774513595288,0,0.21721169636106671,0.23103469204040436,0.23387728116117248
295,0.2776381232798619,0,0.24342929474070255,0.24107188817357042,0.24634954670387849
296,0.27608622850479436,0,0.2622006010480599,0.259912250189447,0.25178120775640267
297,0.2931871382203371,0,0.28230383000166154,0.2687421633142293,0.26339830031351547
298,0.2639218752066296,0,0.2777317473105872,0.2782276682504715,0.2702339171864655
299,0.2803049760407364,0,0.27913799648923526,0.2762243691331747,0.27537673259384327
300,0.2676216276933797,0,0.2706161596469154,0.27478255527445017,0.27751153845045046
301,0.26887715921116584,0,0.27226792098176134,0.2746614804856051,0.27986715454001193
302,0.29258176427610927,0,0.27636018372688415,0.2803922136706234,0.2842545352925591
303,0.2925755411317307,0,0.2846781548730017,0.2891109791601082,0.2885136001851671
304,0.3238988034881696,1,0.30301870296533195,0.29433371951241155,0.29164381443694815
305,0.2937353294548847,0,0.30340322469159275,0.3010015828308184,0.29727594930570383
306,0.302216475803202,0,0.30661686958208634,0.3038945443305295,0.2994731404246969
307,0.307046571774662,0,0.3009994590109197,0.30223093551300906,0.30155649371497517
308,0.28425749704411907,0,0.29784018154066416,0.2988842222769875,0.2986299298713675
309,0.30716523730806233,0,0.2994897687089472,0.2945550752313039,0.2967880497300927
310,0.2720895942264676,0,0.2878374428595502,0.29631290857051057,0.2979453220177411
311,0.311005642499243,0,0.29675349134458884,0.2952708413092637,0.29741853196874296
312,0.3018362354684273,0,0.2949771573980466,0.29812513099248295,0.2954380136885127
313,0.29852894546021247,0,0.30379027447596246,0.295328672293482,0.29896372810221045
314,0.2931829438130563,0,0.29784937491389957,0.30269825303618914,0.29575466526745026
315,0.3089374979400144,1,0.30021646240442595,0.29743748402928816,0.2974664038458071
316,0.28470179746473906,0,0.2956074130725976,0.29388458979059634,0.2950241897007747
317,0.28407176427497116,0,0.2925703532265705,0.29296082939535495,0.29426622550021925
318,0.2939101434840162,0,0.28756123507457215,0.2936303378456529,0.2928287791937265
319,0.29653048606453425,0,0.29150413127450747,0.28953620252060547,0.29271998068878907
320,0.28846682131477575,0,0.2929691502877745,0.29108011388335625,0.2937358725407587
321,0.29242135427848626,0,0.2924728872192664,0.29747550920912147,0.29377665302521294
322,0.3160487409037884,1,0.2989789721656848,0.2956909326835017,0.2939348255490342
323,0.2849872608559131,0,0.29781911867939925,0.29342062985893735,0.29207729325421333
324,0.28517897194171804,0,0.29540499123380926,0.2919087490800365,0.2906430547449738
325,0.2809074174202648,0,0.28369121673929953,0.2907226415243116,0.2926252578987873
326,0.2864908164998663,0,0.2841924019539495,0.28798134202184544,0.2896593481808521
327,0.3023422433914634,1,0.2899134924371983,0.28531588710125105,0.28518542119571016
328,0.2716599862529415,0,0.2868310153814235,0.2852263431144678,0.2814848393541232
329,0.28473125200780325,0,0.2862444938840696,0.2808614972233755,0.28149736138729914
330,0.259083187964805,0,0.2718248087418497,0.2806166591581928,0.2818868361127654
331,0.28526662617395593,0,0.2763603553821857,0.27687495857960587,0.2816352796766779
332,0.2836337404985366,0,0.2759945182124284,0.2794889456184677,0.2778961703966668
333,0.28472992144724435,0,0.28454342937324384,0.27777639090318473,0.2822861062493485
334,0.27616847843139203,0,0.2815107134590562,0.28643766075456656,0.28365999364137096
335,0.3023895372217166,1,0.2877626457001175,0.2882540282701683,0.29025029678325404
336,0.2943484637519591,0,0.29096882646835337,0.2925703421620597,0.2919295208804523
337,0.3052153099579801,0,0.3006511036438866,0.295028596843477,0.29451602957012263
338,0.29702119485434186,0,0.29886165618809457,0.300142761422444,0.29741762001823496
339,0.301739301326223,0,0.301325268712849,0.30067306489490875,0.30027504428780105
340,0.3050410545840443,0,0.3012671835881993,0.3010374618081869,0.2965291787463258
341,0.29617044831835265,0,0.30098360140953656,0.29522809550286694,0.29492564068301064
342,0.27616847843139203,0,0.29245999377792486,0.2924485959937499,0.294146093274378
343,0.2831236973087545,0,0.2851542080194965,0.29205243134801717,0.2896862114169088
344,0.2997584780975603,0,0.2863502179458995,0.2842046248016203,0.28405210721023116
345,0.2658020218520591,0,0.2828947324194549,0.2774306495138461,0.2811512358598703
346,0.2623005718794813,0,0.2759536906096969,0.27914394485387106,0.28331733812068804
347,0.2847349551315106,0,0.27094584962101464,0.2847858382209353,0.2882500729378502
348,0.31133316414406986,1,0.2861228970516881,0.28697366703172805,0.28941323618028647
349,0.3106976221515193,0,0.3022552471423694,0.2920664306624786,0.28847789185143063
350,0.29126584000581135,0,0.3044322087671342,0.29824852984569644,0.29124707865919675
351,0.2932110677955616,0,0.29839150998429886,0.2983388047206773,0.29651009399366657
