frame,threshold,blink,ear_norm
0,0.0,0.0,0.4714437061518207
1,0.0,0.0,0.4988187096773154
2,0.0,0.0,0.5039435452553179
3,0.0,0.0,0.5311293539141172
4,0.0,0.0,0.5119369862195117
5,0.0,0.0,0.49640967882425613
6,0.0,0.0,0.5421659398575412
7,0.0,0.0,0.5540162151818875
8,0.0,0.0,0.5140446529696868
9,0.0,0.0,0.6461518988203632
10,1.0,0.0,0.7028635595983297
11,0.0,0.0,0.7060564473920385
12,0.0,0.0,0.7398128479921826
13,0.0,0.0,0.727935923029761
14,0.0,0.0,0.7099274109273003
15,0.0,0.0,0.7099274109273003
16,0.0,0.0,0.6683393260333651
17,0.0,0.0,0.6675229335475238
18,0.0,0.0,0.7112928245603694
19,0.0,0.0,0.7057236389265367
20,0.0,0.0,0.7258455305815625
21,0.0,0.0,0.7106230713787618
22,0.0,0.0,0.692446527164273
23,0.0,0.0,0.6234124236286552
24,0.0,0.0,0.6075207558032925
25,0.0,0.0,0.6261228034247498
26,0.0,0.0,0.6345591675087795
27,0.0,0.0,0.6220994915490252
28,0.0,0.0,0.6176790034659155
29,0.0,0.0,0.6428914029368904
30,1.0,0.0,0.6653392357627658
31,0.0,0.0,0.6493020858960479
32,0.0,0.0,0.6284339839973415
33,0.0,0.0,0.5975717707897168
34,0.0,0.0,0.5199025919229956
35,0.0,0.0,0.26389931602676636
36,0.0,0.0,0.4672460051798468
37,0.0,0.0,0.5202446597039933
38,0.0,1.0,0.4466370301732773
39,0.0,0.0,0.4934389202415209
40,0.0,0.0,0.5199025919229956
41,0.0,0.0,0.538962757124418
42,0.0,0.0,0.5185444997244805
43,0.0,0.0,0.5546358878229641
44,0.0,0.0,0.4853653540882058
45,0.0,0.0,0.5393258987539499
46,0.0,0.0,0.551163169494416
47,0.0,0.0,0.6336178186546314
48,0.0,0.0,0.6214052797352699
49,1.0,0.0,0.6522921309163479
50,0.0,0.0,0.6853954517671506
51,0.0,0.0,0.6891333684803326
52,0.0,0.0,0.6597559322716867
53,0.0,0.0,0.6853690399873429
54,0.0,0.0,0.6692429341434143
55,0.0,0.0,0.6574612204576243
56,0.0,0.0,0.6387595809979176
57,0.0,0.0,0.6609592423189989
58,0.0,0.0,0.6186946279340458
59,0.0,0.0,0.6147736062518457
60,0.0,0.0,0.6393033448823605
61,0.0,0.0,0.6160096431114669
62,1.0,0.0,0.6612213739632306
63,0.0,0.0,0.5950328823618461
64,0.0,0.0,0.5918095155260507
65,0.0,0.0,0.6097413334044872
66,0.0,0.0,0.6290223035852079
67,0.0,0.0,0.6320803834408831
68,0.0,0.0,0.5660826415016171
69,0.0,0.0,0.6341976289925142
70,0.0,0.0,0.6147736062518457
71,0.0,0.0,0.5426744329777334
72,0.0,0.0,0.19734479251576909
73,0.0,0.0,0.3219790392724411
74,0.0,0.0,0.46761414864591805
75,0.0,1.0,0.4501674161730056
76,0.0,0.0,0.4777836928581348
77,0.0,0.0,0.49538408990724114
78,0.0,0.0,0.45585684283129646
79,0.0,0.0,0.5053290455744083
80,0.0,0.0,0.5620116350276726
81,0.0,0.0,0.5485816217216275
82,0.0,0.0,0.540585646617355
83,0.0,0.0,0.5681794657672422
84,0.0,0.0,0.5082620804935064
85,0.0,0.0,0.5500420564896075
86,0.0,0.0,0.5029553030000099
87,0.0,0.0,0.5253004294109612
88,0.0,0.0,0.5018697342670868
89,0.0,0.0,0.4966632451184675
90,0.0,0.0,0.5560773223916856
91,0.0,0.0,0.5054287581278649
92,0.0,0.0,0.5433159635122455
93,0.0,0.0,0.5184324118053485
94,0.0,0.0,0.4911380669849822
95,0.0,0.0,0.459631714200515
96,0.0,0.0,0.4492746906865031
97,0.0,0.0,0.46699892289631956
98,0.0,0.0,0.39711888689454
99,0.0,0.0,0.4604607245354082
100,0.0,0.0,0.43417531128443254
101,0.0,0.0,0.4957357607289401
102,0.0,0.0,0.46699892289631956
103,0.0,0.0,0.4282789100213882
104,0.0,0.0,0.4168817522145451
105,0.0,0.0,0.4375339604065484
106,0.0,0.0,0.3982764860274853
107,0.0,0.0,0.4278904518596196
108,0.0,0.0,0.44726868623227817
109,0.0,0.0,0.4387686733132201
110,0.0,0.0,0.48762943581714235
111,0.0,0.0,0.3974180487029586
112,0.0,0.0,0.40077628439822804
113,0.0,0.0,0.41728500170752447
114,0.0,0.0,0.3593607592383784
115,0.0,0.0,0.4271183001075442
116,0.0,0.0,0.47638758521401164
117,0.0,0.0,0.48525607269201654
118,0.0,1.0,0.5044542360142477
119,0.0,0.0,0.26755756340868814
120,0.0,0.0,0.11345832278395722
121,0.0,0.0,0.22596523805207386
122,0.0,0.0,0.2786104467699879
123,0.0,0.0,0.35066976123878646
124,0.0,0.0,0.38744636131496873
125,0.0,0.0,0.3712329026677859
126,0.0,0.0,0.3638563187309817
127,0.0,0.0,0.3964730238407027
128,0.0,0.0,0.3884362861344434
129,0.0,0.0,0.37261999756378295
130,0.0,0.0,0.38760674090235053
131,0.0,0.0,0.3682958124450049
132,0.0,0.0,0.39657117375458784
133,0.0,0.0,0.35749265449223394
134,0.0,0.0,0.3854719947002436
135,0.0,0.0,0.42807556876259106
136,0.0,0.0,0.39847644522753134
137,0.0,0.0,0.4628493101862601
138,0.0,0.0,0.39375993178942675
139,0.0,0.0,0.42807556876259106
140,0.0,0.0,0.4188093549939151
141,0.0,0.0,0.40858667225917733
142,0.0,0.0,0.42892855930066226
143,0.0,0.0,0.4763769335813699
144,0.0,0.0,0.44336041368284645
145,0.0,0.0,0.4232959220388754
146,0.0,0.0,0.4811003183650382
147,0.0,0.0,0.44660719661095805
148,0.0,0.0,0.4041028045691883
149,0.0,0.0,0.41550729028372246
150,0.0,0.0,0.41673981056184495
151,0.0,0.0,0.4180964645001981
152,0.0,0.0,0.44716349689328166
153,0.0,0.0,0.4463114175772313
154,0.0,0.0,0.46274036155151843
155,0.0,0.0,0.42483421466192983
156,0.0,0.0,0.4849221837620529
157,0.0,0.0,0.4470618071754791
158,0.0,0.0,0.44716349689328166
