frame,threshold,blink,ear_norm
0,0,0.0,0.4810102329663671
1,0,0.0,0.5051712633721711
2,0,0.0,0.5226159053480175
3,0,0.0,0.4900641242784436
4,0,0.0,0.4728460509260627
5,0,0.0,0.45606993988871747
6,0,0.0,0.47194822745108156
7,0,0.0,0.48250518817171345
8,0,0.0,0.49073439159031484
9,0,0.0,0.4810102329663671
10,0,0.0,0.49689526620290325
11,0,0.0,0.40454264248919297
12,0,0.0,0.36748899479546254
13,0,0.0,0.3396321604337041
14,0,0.0,0.28464968235257704
15,0,0.0,0.31703206143158974
16,0,1.0,0.24353493226257975
17,0,0.0,0.16718016158348842
18,0,0.0,0.3077960347759049
19,0,0.0,0.30724114619278264
20,0,0.0,0.3343262805976436
21,0,0.0,0.2521712281775361
22,0,0.0,0.2739217581774393
23,0,0.0,0.1873123369276904
24,0,0.0,0.11864405939387229
25,0,0.0,0.1873123369276904
26,0,0.0,0.3319708335518243
27,0,0.0,0.3982195671386136
28,0,0.0,0.34754173767028695
29,0,0.0,0.1971711014554291
30,0,0.0,0.37505471618742453
31,0,0.0,0.296370798351427
32,0,0.0,0.2873772589953333
33,0,0.0,0.2581442938432845
34,0,0.0,0.20363089602909798
35,0,0.0,0.2845904798737341
36,0,0.0,0.33188117237178866
37,0,0.0,0.35114356246882167
38,0,0.0,0.307807814845182
39,0,0.0,0.3373015242466163
40,0,0.0,0.3183179089582455
41,0,0.0,0.2950049371712437
42,0,0.0,0.3771765633147435
43,0,0.0,0.3239153343738618
44,0,0.0,0.35203834909301523
45,0,0.0,0.38360968709608056
46,0,0.0,0.3283912403371307
47,0,0.0,0.29000412966115435
48,0,0.0,0.3400048620753744
49,0,0.0,0.28406931513480405
50,0,0.0,0.33529882721126464
51,0,0.0,0.3254167657187639
52,0,0.0,0.3719306016574444
53,0,0.0,0.31815866855314967
54,0,0.0,0.346839517555483
55,0,0.0,0.3046642523120731
56,0,0.0,0.334663159924058
57,0,0.0,0.34599742798718985
58,0,0.0,0.38717586302097845
59,0,0.0,0.41943818025641716
60,0,0.0,0.4457573104653098
61,0,0.0,0.3695508345835565
62,0,0.0,0.41914716049511797
63,0,0.0,0.4543718980324903
64,0,0.0,0.5046069138931557
65,0,0.0,0.5737705591694419
66,0,0.0,0.34209834931228267
67,0,0.0,0.34750903700135466
68,0,0.0,0.3843824541965804
69,0,0.0,0.43623657377781444
70,0,0.0,0.41233036237410714
71,0,0.0,0.5367663405655365
72,0,0.0,0.37510932970062816
73,0,0.0,0.3833235863087579
74,0,0.0,0.3598261708252848
75,0,0.0,0.3615190058238181
76,0,0.0,0.33462268206989554
77,0,0.0,0.3940069062255311
78,0,1.0,0.4727155998381355
79,0,0.0,0.36071409313802194
80,0,0.0,0.3647228304005478
81,0,0.0,0.32318748357991695
82,0,0.0,0.42945369658858523
83,0,0.0,0.4273336865990026
84,0,0.0,0.393563253793658
85,0,0.0,0.3858534135126282
86,0,0.0,0.2805267092914828
87,0,0.0,0.32507412012860826
88,0,0.0,0.31914666642967865
89,0,0.0,0.3761112453142302
90,0,0.0,0.355248246591801
91,0,0.0,0.387081158751979
92,0,0.0,0.3279535201054522
93,0,0.0,0.3267466574048714
94,0,0.0,0.3348171898861629
95,0,0.0,0.3509666180180556
96,0,0.0,0.203456708335057
97,0,0.0,0.25820844513187374
98,0,0.0,0.3095434565072378
99,0,0.0,0.3440711713533272
100,0,0.0,0.2985970515197601
101,0,0.0,0.36011221956411454
102,0,0.0,0.35840368994472716
103,0,0.0,0.3314720460885347
104,0,0.0,0.4206949919701779
105,0,0.0,0.3675731299542321
106,0,0.0,0.43690934870854153
107,0,0.0,0.32068042050037343
108,0,0.0,0.31762839849329344
109,0,0.0,0.3594228632607386
110,0,0.0,0.34371355791473823
111,0,0.0,0.22292972540533526
112,0,0.0,0.21472002839380055
113,0,0.0,0.4371450722445512
114,0,0.0,0.3842627744241584
115,0,0.0,0.1741179340713205
116,0,0.0,0.2741764627699867
117,0,0.0,0.45508588034210284
118,0,0.0,0.39354558866523986
119,0,0.0,0.4922196258916222
120,0,0.0,0.43794216215024256
121,0,0.0,0.5079822557119223
122,0,0.0,0.2796814496829953
123,0,0.0,0.3092261919623812
124,0,0.0,0.28498663670172975
125,0,0.0,0.28565603896293246
126,0,0.0,0.5689228924811127
127,0,0.0,0.33130796186267153
128,0,0.0,0.37054452243216807
129,0,0.0,0.23729909878227742
130,0,0.0,0.2758637375184036
131,0,0.0,0.28045886958707006
132,0,0.0,0.4363577312900269
133,0,0.0,0.33332474521387767
134,0,0.0,0.3415697794657794
135,0,0.0,0.32182964183532703
136,0,0.0,0.32235759681389814
137,0,0.0,0.2039000646967177
138,0,0.0,0.3575691194897276
139,0,0.0,0.241619993288869
140,0,0.0,0.19500653879481916
141,0,0.0,0.25763219113454533
142,0,0.0,0.27997389915131377
143,0,0.0,0.3166888733156557
144,0,0.0,0.34186505930349365
145,0,0.0,0.329901175602968
146,0,0.0,0.32529927024242566
147,0,0.0,0.24573507894732005
148,0,0.0,0.32897359605039606
149,0,0.0,0.1737729914478536
150,0,0.0,0.22735422624600582
151,0,0.0,0.30361040927293753
152,0,0.0,0.33305470501527257
153,0,0.0,0.27845114497615747
154,0,0.0,0.48907157861488987
